timestamp,experiment,scale_factor,approx_size_mb,input_rows,output_rows,read_time_sec,scaling_time_sec,write_time_sec,throughput_scaling_rows_per_sec,input_partitions,output_partitions
2026-05-30T07:21:25.791487,ACN_Dataset_Scaling_500MB_SF_25,25,500,31424,785600,33.261,10.022,12.501,78384.42,34,24
