timestamp,experiment,dataset_size_mb,original_rows,final_rows,rows_removed,pct_rows_retained,original_columns,final_columns,read_time_sec,transform_time_sec,validation_time_sec,write_time_sec,total_time_sec,throughput_rows_per_sec,validation_passed
2026-05-31T15:45:27.044459,ACN_Caltech_Preprocessing_19MB,1024,31424,24690,6734,78.57,15,19,19.069,7.872,29.342,604.0,667.997,47.04,False
